CUSTOMERID,FIRST_NAME,LAST_NAME,DOB,SSN_LAST4,MARITAL_STATUS,ANNUAL_INCOME,PREFERRED_CONTACT,PHONE_NUMBER,EMAIL,ADDRESS,CITY,STATE,ZIP_CODE,HIGH_NET_WORTH_FLAG,LAST_LOGIN_DATE,FINANCIAL_GOALS,LAST_UPDATED,EMAIL_ID,CUST_ID,FAID,EMAIL,CALL_ID,CLIENT_ID,FA_ID,CALL_TRANSCRIPT,SENTIMENT,MEETING_ID,CLIENT_ID,ADVISOR_ID,MEETING_PLATFORM,TRANSCRIPT_SUMMARY,ACTION_ITEMS,SENTIMENT,DATE
C0870,Vickie,Riggs,9/15/1977,4432,Widowed,117273,Phone,001-271-622-7857x357,patrick32@buchanan.biz,"2920 Nicole Mall Suite 698, Roachhaven, NH 50311",Joelburgh,TX,89079,Yes,51:47.0,Retirement,43:20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0871,Jessica,Williamson,12/3/1971,6595,Single,203593,SMS,+1-790-726-8516x676,martinrussell@chavez-peters.biz,"8127 Jackson Bypass, West Alexandertown, DC 34159",Lucasmouth,PA,63097,Yes,20:40.0,Emergency Fund,13:22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0872,Jill,Rivera,9/4/1974,9932,Divorced,201207,SMS,+1-695-030-1806x530,michelle41@gmail.com,"63814 Benjamin Valley Suite 334, Mariotown, GA 46860",Sarahmouth,NY,32131,Yes,27:46.0,Home Purchase,54:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0873,Jennifer,Smith,6/10/1962,6049,Married,447973,Phone,581-933-1569x23351,alewis@gmail.com,"66277 Heather Stream Apt. 875, Sandrachester, NH 64544",Davisburgh,MI,40341,No,54:57.0,Emergency Fund,27:33.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0874,Felicia,Daugherty,11/24/1956,1925,Married,357300,SMS,(265)375-8542x154,timothy28@yahoo.com,"7332 Gregory Lights Apt. 078, Crystalbury, OH 34099",Bakerside,GA,67152,Yes,58:25.0,Home Purchase,57:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0875,Julia,Mooney,4/17/1957,7058,Married,439579,Phone,(576)514-3250,vmoore@banks-maxwell.com,"671 Carl Rapids, Jacksonfort, NC 09144",Carterside,NC,22250,No,19:02.0,Home Purchase,10:07.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0876,Lawrence,Morris,7/10/1956,3233,Married,460913,Email,146-634-7560,ncarroll@cole-wheeler.com,"738 Castro Hollow, West Joelstad, NV 44210",Aaronbury,OH,32104,Yes,55:37.0,Emergency Fund,19:54.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0877,Carlos,Perez,3/29/1948,2994,Widowed,418128,SMS,140.566.4482,dustin04@yahoo.com,"4292 Nicole Row, North James, OH 47742",Port Dannyland,OH,67567,No,45:06.0,Investment Growth,59:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0878,Annette,Foley,5/20/1976,3464,Married,88999,Email,(942)831-8345,thomas04@tran.biz,"1169 Dustin Lakes Suite 404, South Andrewfurt, NE 14691",North Christopher,CA,95459,No,55:58.0,Investment Growth,37:45.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0879,James,Juarez,2/3/1957,9452,Married,261656,Email,(978)502-3617,cassandramiddleton@bond-cherry.com,"510 Skinner Manor, Briannaborough, MA 02904",Nataliehaven,NC,74353,Yes,39:34.0,Investment Growth,52:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0880,Adam,Molina,8/26/1998,3490,Single,65434,SMS,668.243.5271x76417,yvonnegreen@gmail.com,"684 Garcia Rapid Apt. 080, Smithburgh, FL 48486",Kingfurt,GA,70961,No,48:42.0,Retirement,41:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0881,Elizabeth,Zavala,9/25/1950,5175,Single,377933,SMS,785.593.0247x761,ronald95@harris-sutton.com,"665 Knight Drives Apt. 189, New Misty, MS 04166",East Jacqueline,CA,94524,No,26:33.0,Education,44:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0882,Shannon,Michael,10/7/1946,2413,Married,299120,Phone,5398746611,cellison@yahoo.com,"420 Hurley Heights Apt. 855, Charlesbury, TN 89754",Janettown,OH,44925,No,27:06.0,Investment Growth,43:28.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0883,Sheri,Mccall,9/2/1960,3963,Single,247994,SMS,(134)190-0802,raymondkim@hotmail.com,"998 Fitzgerald Plains, Fryborough, ND 61720",Stewartshire,PA,36366,No,51:28.0,Education,51:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0884,Maxwell,Jackson,8/2/1972,7077,Married,61920,SMS,490-072-2464x770,carolynhunt@yahoo.com,"6081 Michelle Estates, Bryantborough, FL 66084",South Davidside,OH,94642,No,28:43.0,Investment Growth,46:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0885,Penny,Reynolds,8/6/1952,2957,Widowed,475915,Email,001-170-993-1822x5301,jacqueline23@hotmail.com,"04587 Alexander Hills Apt. 436, Jonathanview, ME 43045",North Eric,FL,96113,Yes,50:41.0,Education,42:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0886,James,Vasquez,12/7/1995,1472,Married,215324,Email,(059)213-0102x216,gturner@hotmail.com,"64111 Jones Plaza, Kylehaven, KS 34699",Hendersonmouth,NY,33695,Yes,19:36.0,Education,08:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0887,Rodney,Gutierrez,9/9/2004,2375,Married,450982,SMS,(688)099-1124x536,ehicks@wilson-davis.biz,"91856 Jessica Village, West Mitchellland, NE 95498",Port Nathanfort,FL,79428,Yes,42:25.0,Investment Growth,51:34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0888,Jill,Long,9/17/1970,4061,Widowed,266503,Phone,368-414-4609,richardmorales@bishop.com,"763 Wood Plains, South Nicholashaven, ME 68425",New Michaelmouth,CA,10480,Yes,41:05.0,Education,42:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0889,Tiffany,Walters,9/14/1966,7747,Married,110792,Email,001-872-493-9567x771,ugillespie@yahoo.com,"285 Christine Bridge, East Edward, MN 32932",Stephenfurt,GA,76850,No,51:48.0,Home Purchase,58:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0890,Jennifer,Johnson,2/17/1993,8605,Married,187343,Email,078-938-6292x240,pdavis@alvarado-rich.com,"60469 Davis Crest Apt. 058, North Jill, WA 14137",Timothyville,NC,53741,No,57:44.0,Retirement,48:31.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0891,Alice,Ibarra,3/4/1970,9449,Widowed,204653,SMS,+1-662-035-8527x3842,rramirez@miller-ramirez.com,"9929 Farmer Islands Apt. 534, Ericaview, LA 72777",North Keith,PA,63196,Yes,46:27.0,Home Purchase,35:45.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0892,Ryan,Luna,3/22/2000,9881,Married,450843,SMS,(511)343-5859,melanie35@torres-wilson.com,"51179 Ross Ridges, South Kevinbury, CT 80668",Victorside,CA,41965,Yes,43:12.0,Emergency Fund,52:44.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0893,Lori,Miller,4/10/1945,2315,Single,175365,SMS,001-035-194-9754x33408,morgan32@gmail.com,"480 Anderson Loop, Amybury, OH 95837",Port Kevin,FL,73647,Yes,03:40.0,Education,51:36.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0894,John,Morton,7/8/1981,5740,Single,143992,Email,146.981.4898x41041,reynoldsthomas@yahoo.com,"670 Lee Brook Apt. 263, Debrahaven, NJ 16056",Stephenhaven,TX,78483,Yes,37:09.0,Emergency Fund,53:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0895,Joseph,Johnson,1/21/2003,3920,Married,148875,Phone,001-924-294-1190x91743,patrickthomas@hotmail.com,"55876 Tracy Stravenue Suite 192, Cartermouth, DC 10455",South Jessicachester,OH,88869,Yes,01:09.0,Education,08:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0896,Michele,Scott,1/10/1977,8485,Divorced,468311,Phone,+1-251-728-1731x1295,vprice@rosales.com,"216 Martinez Pines, Kevinville, VT 27497",Brownfort,NC,10110,Yes,27:35.0,Retirement,05:05.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0897,Robert,Carter,11/12/1973,8862,Single,299165,SMS,864.085.2823x66402,brendascott@yahoo.com,"39484 Patricia Cliff Apt. 047, Hessville, SD 41362",Mccoyton,OH,85696,No,39:49.0,Investment Growth,35:18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0898,Tara,Leonard,8/5/1972,2278,Divorced,40905,SMS,(735)126-9385,mnelson@hotmail.com,"645 Hahn Mall, Smithburgh, CT 65846",Lisafort,CA,98188,No,08:26.0,Education,10:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0899,Lindsay,Stanley,7/12/1968,9224,Single,71117,Phone,034.686.7837x55326,ramosnicholas@yahoo.com,"116 Alexandra Manors, South Mary, CT 77647",West Colleen,GA,43004,No,41:21.0,Education,02:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0900,Juan,Owens,2/2/2007,1918,Single,371173,SMS,873-910-1484x979,alexander94@fisher-rowland.com,"84811 Shepard Locks Apt. 959, Beckymouth, TX 44658",Brianchester,IL,82176,No,44:41.0,Emergency Fund,14:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0901,Patricia,Haley,9/13/1985,8674,Divorced,41953,Email,+1-556-952-8743x55396,nmiller@hotmail.com,"15116 Eric Views, Lake Emilyton, ME 24635",Heatherborough,TX,12860,Yes,35:27.0,Retirement,08:32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0902,Carol,Mccullough,2/8/1983,4321,Single,398342,Phone,980.547.8919x039,beltranmatthew@combs.com,"8522 Mark Course Suite 006, Heatherside, NY 12671",West Barbaraside,OH,78322,No,43:51.0,Home Purchase,50:19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0903,Victoria,Owens,3/26/1988,9564,Married,300827,Phone,+1-301-720-0292x8128,nichole61@mills.biz,"30281 Fischer Fields Apt. 111, Millerfurt, NJ 56391",Lake Garybury,CA,37471,Yes,40:01.0,Emergency Fund,59:42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0904,Diane,Hayes,8/16/2005,9681,Widowed,103744,Email,879.931.0961,glenda51@cross.com,"8123 Melanie Street Suite 397, Richmondmouth, UT 34294",Garciaborough,TX,95249,No,21:00.0,Retirement,04:38.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0905,Jennifer,Singleton,9/22/1945,3549,Divorced,416268,SMS,818.598.1959x0212,bhorton@gmail.com,"Unit 8625 Box 6878, DPO AP 60974",Lamberttown,FL,71772,Yes,08:05.0,Education,35:06.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0906,David,Leon,1/12/1948,5516,Single,92270,Email,001-551-805-4541,katherine48@anthony.com,"488 Thompson Bypass, Haleyfort, NJ 39655",North Barbara,NY,84569,No,57:40.0,Retirement,37:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0907,Frank,Thomas,12/1/1996,9307,Divorced,425911,Email,967.931.1115,john49@hotmail.com,"693 Hicks Trail, Michellestad, IA 01427",Dyerland,IL,93482,Yes,28:45.0,Emergency Fund,29:02.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0908,Cindy,Jackson,11/19/1994,4828,Divorced,259332,Phone,308.212.0015,allengarrett@dennis-fletcher.org,"887 Elizabeth Road Suite 680, Port Philipshire, GA 49661",North Hunter,GA,14137,Yes,53:29.0,Retirement,01:22.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0909,Susan,Mcdonald,1/14/1967,5321,Married,276700,Phone,244-838-6810x997,mgill@morse.com,"2207 Bennett Ridges Suite 863, Smithborough, DE 06796",Whitehaven,TX,62804,No,18:11.0,Home Purchase,49:58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0910,Karen,Scott,10/21/1964,5126,Divorced,161462,Phone,557.749.7901x3202,qlewis@yahoo.com,"00274 Eric Drives Apt. 071, East Kellyburgh, WI 44242",North Teresa,IL,23095,No,06:10.0,Education,16:42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0911,Andrea,Nelson,6/26/2004,6871,Married,404578,Phone,213.426.3657x3711,allisoncain@ashley-baldwin.com,"0526 Christopher Coves, South Erik, LA 88657",Lake Jesse,FL,2026,No,57:44.0,Home Purchase,24:11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0912,Brandy,Jackson,12/14/1981,7662,Divorced,221072,Phone,-9973,jamessanders@brown.com,"37977 Shea River, West Tim, TN 88503",East Leonard,PA,78415,No,40:19.0,Retirement,37:16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0913,Pamela,Baxter,6/21/1946,2290,Widowed,266665,Phone,775.776.8829,cynthia66@hotmail.com,"USNV Rogers, FPO AP 08986",New Sharonville,FL,78104,Yes,31:15.0,Retirement,39:35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0914,Morgan,Johnson,2/13/1992,9012,Divorced,110176,Phone,+1-544-139-0585x6316,mmejia@baldwin.com,"PSC 4684, Box 2059, APO AP 35694",Tiffanymouth,MI,43497,No,44:37.0,Home Purchase,07:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0915,Kathryn,Estrada,3/2/1983,2640,Divorced,38626,Phone,+1-880-842-0283x3388,destinybuck@yahoo.com,"USNV Nichols, FPO AP 46929",Joshuastad,MI,86407,No,25:32.0,Retirement,15:47.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0916,Lydia,Bryant,11/25/2005,3387,Single,467668,Phone,+1-328-009-4664x96439,lindsaylucas@gmail.com,"USS Allen, FPO AP 07757",Lunaland,OH,15531,Yes,56:15.0,Emergency Fund,30:25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0917,Erin,Jensen,3/7/1954,2282,Widowed,131385,Phone,+1-288-669-4918x277,margaretsmith@yahoo.com,"86038 Clark Extension, Carrillobury, ME 76231",South Emily,TX,51831,No,48:05.0,Emergency Fund,27:24.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0918,Stephanie,Harvey,3/4/1958,7170,Widowed,322342,Email,632.838.0095x72282,bartonmarissa@davenport-miller.org,"0054 Rios View, Amychester, ME 10971",Mitchellview,NY,84619,Yes,12:56.0,Home Purchase,01:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0919,Michael,Smith,5/1/1956,6451,Widowed,280255,SMS,967.784.3724x17059,qpierce@yahoo.com,"748 Melissa Mountains Suite 118, North John, ND 84355",Lake Donna,GA,61984,Yes,01:53.0,Home Purchase,57:37.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0920,Veronica,Arnold,9/15/1979,3750,Widowed,60466,Email,977.042.2510x976,jenniferburton@gmail.com,"882 Kimberly Curve Apt. 329, Jasonton, WI 63524",Jorgeland,CA,68183,Yes,19:57.0,Education,45:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0921,Lindsey,Dunn,7/21/1966,9819,Single,112221,SMS,197-264-3258x487,scottrobert@hotmail.com,"361 Melanie Mount Suite 279, South Williamview, KS 85195",Zacharystad,IL,18174,No,21:58.0,Investment Growth,04:19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0922,Jeremy,Jones,6/19/1982,9976,Divorced,486930,Email,(528)129-2453x096,thompsonpaul@washington.biz,"2447 Young Vista Suite 761, East Michaelfurt, ID 04309",Boyerside,CA,78451,Yes,37:49.0,Education,35:21.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0923,Susan,Brown,11/24/1997,6903,Married,465219,SMS,844.983.8830x890,nicole36@ford.com,"936 David Ramp Apt. 475, Laurenshire, TX 02341",Ambershire,TX,17030,Yes,59:08.0,Emergency Fund,08:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0924,Isaiah,Hughes,1/1/1959,2161,Divorced,59355,SMS,+1-183-822-3555x07266,barryrobert@gmail.com,"95151 Owens Pines Suite 325, North Donnashire, UT 42890",Murraymouth,IL,28063,Yes,22:26.0,Education,38:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0925,Jeffery,Robinson,7/10/1990,6566,Widowed,387511,Email,304337985,chammond@yahoo.com,"584 Sherri Crossroad, West Christopherville, TN 50033",Valenciaborough,MI,52491,No,20:45.0,Home Purchase,26:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0926,Amy,Roberts,9/23/1997,7587,Widowed,178967,Phone,649.069.2747x577,benjamin40@hughes.com,"PSC 5428, Box 2656, APO AP 74081",Patricialand,MI,23236,No,10:07.0,Home Purchase,30:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0927,Scott,Tran,8/24/1948,6575,Widowed,215165,Email,286.576.4129,nancy35@wallace.com,"0610 Smith Wells Suite 301, Adamsberg, CA 29044",Zavalashire,NC,2971,No,07:19.0,Education,27:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0928,Brandon,York,6/12/1963,4808,Divorced,489152,Email,098.980.6708x73489,sarahsmith@yahoo.com,"962 Williams Isle Apt. 448, Jillberg, KY 15719",Thomasside,IL,84534,No,28:04.0,Emergency Fund,46:13.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0929,Johnathan,Carey,9/10/2002,6885,Divorced,370971,Email,(084)020-9902x9585,angela17@yahoo.com,"PSC 6510, Box 8346, APO AP 41010",Kylebury,PA,90983,No,56:01.0,Retirement,38:40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0930,Joe,Miller,10/23/1955,8970,Divorced,330090,Phone,6470204336,aaron92@gmail.com,"7646 William Row Apt. 797, New Mark, CO 73449",South Jeffrey,OH,57589,Yes,24:57.0,Home Purchase,36:52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0931,Michael,Rasmussen,4/7/1954,6114,Single,392036,SMS,7688654059,isullivan@baird.info,"73435 Nathan Heights Apt. 239, Leetown, DC 91342",New Amandamouth,NY,24896,Yes,27:15.0,Retirement,20:26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0932,James,Calderon,8/7/1980,9066,Single,191677,Phone,+1-462-560-9245x80376,johnkelly@lee.org,"1019 Thomas Motorway Apt. 437, Lake Carol, DC 83855",Olsonborough,GA,36844,No,55:30.0,Education,31:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0933,Kerri,Stone,8/23/1986,9384,Widowed,325063,Email,(071)416-2667x344,fgonzalez@short-lopez.org,"57545 York Wells, Jessicachester, FL 50365",Erictown,NY,73553,Yes,04:46.0,Retirement,31:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0934,Natalie,Walters,11/4/1990,5488,Single,393888,Email,(867)042-3774x2134,gwatson@johnston.org,"088 Ford Summit Apt. 686, North Miaside, MN 16397",Brownton,FL,77610,Yes,55:31.0,Home Purchase,09:08.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0935,Kayla,Rivas,11/28/1998,1591,Married,237904,Email,(234)298-7420x910,mariah25@hotmail.com,"78320 Randall Pine Apt. 118, Jenniferfort, MI 88017",Alvarezburgh,FL,16998,Yes,43:57.0,Investment Growth,38:10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0936,Valerie,Daniels,8/21/1977,7508,Widowed,179638,Email,059-539-4445,carla00@shelton.com,"873 Smith Junctions Suite 448, Edwardmouth, WV 75401",Palmerbury,NY,97187,No,28:10.0,Retirement,59:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0937,Sierra,Jones,3/29/1957,8495,Divorced,56146,Email,795.888.3055,rjones@gmail.com,"2428 Zachary Fords Suite 044, North Amberside, WV 59155",Moodychester,CA,70885,Yes,08:57.0,Investment Growth,55:50.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0938,Cynthia,Joyce,2/13/1996,1701,Widowed,237017,Email,-9578,danny25@dunn.com,"675 Sierra Squares, Obrienville, AR 63521",Jesusborough,TX,69680,No,59:18.0,Home Purchase,56:01.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0939,Gary,Bradley,1/6/1952,6506,Single,181696,SMS,254-625-6420x81843,calhouncassandra@price.net,"57749 Martin Shore, North Penny, WY 35354",New Anthony,TX,4427,No,19:51.0,Investment Growth,42:23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0940,Natasha,Fuller,11/20/1979,2035,Single,185007,SMS,94620515,hcantrell@orr-russell.net,"064 Amy Extensions Suite 871, Alexandertown, KY 47114",Wendyfort,IL,68137,No,16:09.0,Emergency Fund,26:30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0941,Madeline,Cook,12/22/1950,8956,Widowed,444400,Email,315.173.6499,deckerrussell@yahoo.com,"528 Cox Well Apt. 394, Heatherchester, PA 92986",South Ian,OH,55511,Yes,52:57.0,Education,19:09.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0942,Christopher,Murphy,7/25/1966,2275,Married,34893,SMS,001-929-646-4836x77605,fordjoseph@hotmail.com,"66532 Steven Villages Suite 950, South Steven, WV 53917",Mcdonaldchester,CA,27715,Yes,58:42.0,Retirement,46:12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
C0943,Amber,Huff,3/5/1999,2035,Widowed,157817,Email,5494676329,vincent74@gmail.com,"3278 Christina Corners, Hallside, NH 41484",Lake Amber,MI,41839,No,57:09.0,Retirement,16:14.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
